Date,Open,High,Low,Close,Adj Close,Volume
2014-03-24,19.229286,19.607143,19.080357,19.173571,17.068821,1360357600
2014-03-31,19.258215,19.410000,18.949286,18.993572,16.908585,987445200
2014-04-07,18.857857,19.008572,18.469286,18.557501,16.520378,1251278000
2014-04-14,18.639286,18.848572,18.261786,18.747858,16.689842,971264000
2014-04-21,18.762142,20.428215,18.712856,20.426428,18.184147,1930238800
2014-04-28,20.457144,21.408215,20.448214,21.163572,18.840370,1899066400
2014-05-05,21.076429,21.586071,20.726072,20.912144,18.616547,1466390800
2014-05-12,20.981785,21.340357,20.907143,21.339643,19.103220,1046452400
2014-05-19,21.351786,21.954643,21.333214,21.933214,19.634584,1182420400
2014-05-26,21.995714,23.006071,21.986786,22.607143,20.237885,1604842400
2014-06-02,22.641428,23.259285,22.232143,23.056072,20.639763,1651286000
2014-06-09,23.174999,23.762501,22.719999,22.820000,20.428432,1172588000
2014-06-16,22.877501,23.187500,22.725000,22.727501,20.345627,940908000
2014-06-23,22.830000,23.000000,22.412500,22.995001,20.585094,865028000
2014-06-30,23.025000,23.525000,23.022499,23.507500,21.043882,556248400
2014-07-07,23.535000,24.200001,23.379999,23.805000,21.310204,927320000
2014-07-14,23.965000,24.275000,23.142500,23.607500,21.133402,995880800
2014-07-21,23.747499,24.469999,23.430000,24.417500,21.858517,1105568000
2014-07-28,24.455000,24.860001,23.702499,24.032499,21.513863,947300000
2014-08-04,24.092501,24.145000,23.320000,23.684999,21.202782,892100000
2014-08-11,23.817499,24.547501,23.709999,24.495001,22.036972,717452000
2014-08-18,24.622499,25.367500,24.495001,25.330000,22.788172,989328000
2014-08-25,25.447500,25.725000,25.174999,25.625000,23.053566,955384000
2014-09-01,25.764999,25.934999,24.447500,24.742500,22.259632,1292640000
2014-09-08,24.825001,25.770000,24.035000,25.415001,22.864645,1848207200
2014-09-15,25.702499,25.762501,24.722500,25.240000,22.707199,1189411600
2014-09-22,25.450001,25.735001,24.430000,25.187500,22.659969,1355299600
2014-09-29,24.662500,25.385000,24.510000,24.905001,22.405823,990996400
2014-10-06,24.987499,25.594999,24.577499,25.182501,22.655476,1121032800
2014-10-13,25.332500,25.445000,23.795000,24.417500,21.967239,1434159200
2014-10-20,24.580000,26.372499,24.555000,26.305000,23.665333,1434131600
2014-10-27,26.212500,27.010000,26.174999,27.000000,24.290590,880922400
2014-11-03,27.055000,27.575001,26.930000,27.252501,24.517757,799811600
2014-11-10,27.254999,28.547501,27.100000,28.545000,25.791906,820666800
2014-11-17,28.567499,29.392500,28.325001,29.117500,26.309191,933658800
2014-11-24,29.212500,29.937500,29.155001,29.732500,26.864876,727495600
2014-12-01,29.702499,29.812500,27.817499,28.750000,25.977137,1066358800
2014-12-08,28.525000,28.712500,27.337500,27.432501,24.786713,1039472000
2014-12-15,27.674999,28.309999,26.565001,27.945000,25.249781,1315426400
2014-12-22,28.040001,28.629999,27.992500,28.497499,25.748987,477586000
2014-12-29,28.447500,28.692499,26.837500,27.332500,24.696352,608353600
2015-01-05,27.072500,28.312500,26.157499,28.002501,25.301731,1133010000
2015-01-12,28.150000,28.200001,26.299999,26.497499,23.941885,1216906400
2015-01-19,26.959999,28.437500,26.625000,28.245001,25.520844,794948000
2015-01-26,28.434999,30.000000,27.257500,29.290001,26.465057,1863370800
2015-02-02,29.512501,30.127501,29.020000,29.732500,26.864876,1083029200
2015-02-09,29.637501,31.870001,29.607500,31.770000,28.819159,1212827200
2015-02-16,31.872499,32.375000,31.730000,32.375000,29.367962,777419600
2015-02-23,32.505001,33.400002,31.652500,32.115002,29.132116,1472864800
2015-03-02,32.312500,32.570000,31.440001,31.650000,28.710297,987754000
2015-03-09,31.990000,32.392502,30.407499,30.897499,28.027691,1306056400
2015-03-16,30.969999,32.312500,30.717501,31.475000,28.551558,1066691600
2015-03-23,31.780001,32.009998,30.650000,30.812500,27.950584,837305200
2015-03-30,31.012501,31.622499,30.775000,31.330000,28.420021,648127200
2015-04-06,31.117500,32.029999,31.082500,31.775000,28.823692,728830000
2015-04-13,32.092499,32.142502,31.115000,31.187500,28.290758,684744400
2015-04-20,31.392500,32.657501,31.292500,32.570000,29.544855,829762800
2015-04-27,33.077499,33.634998,31.145000,32.237499,29.243233,1683889200
2015-05-04,32.375000,32.642502,30.840000,31.905001,28.941622,1087568000
2015-05-11,31.847500,32.372501,31.205000,32.192501,29.324396,833206000
2015-05-18,32.095001,33.242500,32.090000,33.134998,30.182924,869189600
2015-05-25,33.150002,33.227501,32.279999,32.570000,29.668266,792594400
2015-06-01,32.570000,32.847500,32.090000,32.162498,29.297064,683363200
2015-06-08,32.224998,32.544998,31.405001,31.792500,28.960032,880458400
2015-06-15,31.525000,32.077499,31.427500,31.650000,28.830221,794100800
2015-06-22,31.872499,32.450001,31.627501,31.687500,28.864388,782376000
2015-06-29,31.365000,31.735001,31.120001,31.610001,28.793793,603927600
2015-07-06,31.235001,31.557501,29.805000,30.820000,28.074173,1102873200
2015-07-13,31.257500,32.404999,31.080000,32.404999,29.517956,756979600
2015-07-20,32.742500,33.242500,30.497499,31.125000,28.351999,1377076000
2015-07-27,30.772499,30.977501,30.227501,30.325001,27.623274,766394400
2015-08-03,30.375000,30.642500,28.025000,28.879999,26.307011,1540002400
2015-08-10,29.132500,29.997499,27.407499,28.990000,26.526741,1378868800
2015-08-17,29.010000,29.412500,26.412500,26.440001,24.193413,1282036000
2015-08-24,23.717501,28.327499,23.000000,28.322500,25.915958,2001452000
2015-08-31,28.007500,28.632500,26.840000,27.317499,24.996349,1192776800
2015-09-07,27.937500,28.552500,27.442499,28.552500,26.126415,1010650800
2015-09-14,29.145000,29.222500,27.967501,28.362499,25.952560,1109104000
2015-09-21,28.417500,29.172501,28.092501,28.677500,26.240793,970785200
2015-09-28,28.462500,28.642500,26.827499,27.594999,25.250275,1255585200
2015-10-05,27.469999,28.070000,27.052500,28.030001,25.648312,1047091200
2015-10-12,28.182501,28.187500,27.389999,27.760000,25.401257,739540000
2015-10-19,27.700001,29.807501,27.527500,29.770000,27.240463,886172800
2015-10-26,29.520000,30.305000,28.497499,29.875000,27.336546,1289448800
2015-11-02,30.200001,30.955000,29.902500,30.264999,27.693407,780813600
2015-11-09,30.240000,30.452499,28.067499,28.084999,25.808641,866221200
2015-11-16,27.844999,29.980000,27.750000,29.825001,27.407616,759924800
2015-11-23,29.817499,29.932501,29.280001,29.452499,27.065306,438881600
2015-11-30,29.497499,29.852501,28.555000,29.757500,27.345581,827063200
2015-12-07,29.745001,29.965000,28.212500,28.295000,26.001623,755416000
2015-12-14,28.045000,28.200001,26.452499,26.507500,24.359007,1260425600
2015-12-21,26.820000,27.250000,26.392500,27.007500,24.818476,506431200
2015-12-28,26.897499,27.357500,26.205000,26.315001,24.182106,495046000
2016-01-04,25.652500,26.462500,24.107500,24.240000,22.275295,1375160800
2016-01-11,24.742500,25.297501,23.840000,24.282499,22.314341,1217348800
2016-01-18,24.602501,25.365000,23.355000,25.355000,23.299917,973536400
2016-01-25,25.379999,25.382500,23.097500,24.334999,22.362589,1521346000
2016-02-01,24.117500,24.332500,23.422501,23.504999,21.599863,868619200
2016-02-08,23.282499,24.087500,23.147499,23.497499,21.710144,924489200
2016-02-15,23.754999,24.722500,23.652500,24.010000,22.183655,673265200
2016-02-22,24.077499,24.504999,23.330000,24.227501,22.384609,636211600
2016-02-29,24.215000,25.937500,24.162500,25.752501,23.793610,807215200
2016-03-07,25.597500,25.707500,25.037500,25.565001,23.620375,622057200
2016-03-14,25.477501,26.625000,25.445000,26.480000,24.465771,728292800
2016-03-21,26.482500,26.912500,26.222500,26.417500,24.408028,479134400
2016-03-28,26.500000,27.605000,26.219999,27.497499,25.405874,591860000
2016-04-04,27.605000,28.047501,27.030001,27.165001,25.098667,582890400
2016-04-11,27.242500,28.097500,27.165001,27.462500,25.373541,649240000
2016-04-18,27.222500,27.237499,26.155001,26.420000,24.410341,756212000
2016-04-25,26.250000,26.412500,23.127501,23.434999,21.652395,1397696400
2016-05-02,23.492500,23.975000,22.962500,23.180000,21.416794,902429200
2016-05-09,23.250000,23.442499,22.367500,22.629999,21.035927,864199200
2016-05-16,23.097500,23.857500,22.912500,23.805000,22.128159,850828800
2016-05-23,23.967501,25.182501,23.917500,25.087500,23.320320,816000000
2016-05-30,24.900000,25.100000,24.157499,24.480000,22.755613,560708000
2016-06-06,24.497499,25.472500,24.387501,24.707500,22.967091,499457600
2016-06-13,24.672501,24.780001,23.825001,23.832500,22.153725,766930400
2016-06-20,24.000000,24.222500,23.162500,23.350000,21.705214,826916000
2016-06-27,23.250000,24.117500,22.875000,23.972500,22.283861,737313600
2016-07-04,23.847500,24.222500,23.592501,24.170000,22.467453,450824000
2016-07-11,24.187500,24.825001,24.182501,24.695000,22.955469,571642400
2016-07-18,24.674999,25.250000,24.577499,24.665001,22.927588,590262000
2016-07-25,24.562500,26.137501,24.105000,26.052500,24.217342,1026284000
2016-08-01,26.102501,26.912500,26.000000,26.870001,24.977262,680596800
2016-08-08,26.879999,27.235001,26.790001,27.045000,25.276123,498023200
2016-08-15,27.035000,27.557501,27.020000,27.340000,25.551832,529485600
2016-08-22,27.215000,27.330000,26.577499,26.735001,24.986399,494422000
2016-08-29,26.655001,27.000000,26.375000,26.932501,25.170980,532002400
2016-09-05,26.975000,27.190001,25.782499,25.782499,24.096193,675214800
2016-09-12,25.662500,29.032499,25.632500,28.730000,26.850914,1552912800
2016-09-19,28.797501,29.045000,27.887501,28.177500,26.334549,804382800
2016-09-26,27.910000,28.660000,27.887501,28.262501,26.413992,625536000
2016-10-03,28.177500,28.639999,28.070000,28.514999,26.649977,504117600
2016-10-10,28.754999,29.672501,28.680000,29.407499,27.484098,834833600
2016-10-17,29.332500,29.552500,28.450001,29.150000,27.243444,462126000
2016-10-24,29.275000,29.590000,28.327499,28.430000,26.570536,840902400
2016-10-31,28.412500,28.557501,27.027500,27.209999,25.430328,625386000
2016-11-07,27.520000,27.930000,26.457500,27.107500,25.464607,829076000
2016-11-14,26.927500,27.635000,26.020000,27.514999,25.847408,793365600
2016-11-21,27.530001,28.105000,27.502501,27.947500,26.253696,376529600
2016-11-28,27.857500,28.117500,27.212500,27.475000,25.809832,622000000
2016-12-05,27.500000,28.674999,27.062500,28.487499,26.760973,607958400
2016-12-12,28.322500,29.182501,28.122499,28.992500,27.235361,780062400
2016-12-19,28.950001,29.375000,28.897499,29.129999,27.364527,453292000
2016-12-26,29.129999,29.504999,28.857500,28.955000,27.200134,339314400
2017-01-02,28.950001,29.540001,28.690001,29.477501,27.690971,415382000
2017-01-09,29.487499,29.982500,29.485001,29.760000,27.956350,555242800
2017-01-16,29.584999,30.125000,29.555000,30.000000,28.181801,465392000
2017-01-23,30.000000,30.610001,29.875000,30.487499,28.639755,498157200
2017-01-30,30.232500,32.622501,30.155001,32.270000,30.314230,999124800
2017-02-06,32.282501,33.235001,32.224998,33.029999,31.028164,545796800
2017-02-13,33.270000,34.067501,33.187500,33.930000,32.011810,546670000
2017-02-20,34.057499,34.369999,33.820000,34.165001,32.233524,351635600
2017-02-27,34.285000,35.070000,34.070000,34.945000,32.969433,509896000
2017-03-06,34.842499,34.994999,34.262501,34.785000,32.818478,398688800
2017-03-13,34.712502,35.255001,34.705002,34.997501,33.018967,486158400
2017-03-20,35.099998,35.700001,34.932499,35.160000,33.172276,518696000
2017-03-27,34.847500,36.125000,34.654999,35.915001,33.884594,508035600
2017-04-03,35.927502,36.365002,35.762501,35.834999,33.809109,421664800
2017-04-10,35.900002,35.970001,35.014999,35.262501,33.268978,349942800
2017-04-17,35.369999,35.730000,35.112499,35.567501,33.556736,356994000
2017-04-24,35.875000,36.224998,35.794998,35.912498,33.882225,364614800
2017-05-01,36.275002,37.244999,36.067501,37.240002,35.134682,701406800
2017-05-08,37.257500,39.105000,37.257500,39.025002,36.818771,693882400
2017-05-15,39.002499,39.162498,37.427502,38.264999,36.250748,629419600
2017-05-22,38.500000,38.724998,38.167500,38.402500,36.381001,412906000
2017-05-29,38.355000,38.862499,38.055000,38.862499,36.816792,355011600
2017-06-05,38.584999,38.994999,36.505001,37.244999,35.284431,636638800
2017-06-12,36.435001,36.875000,35.549999,35.567501,33.695248,882121600
2017-06-19,35.915001,36.790001,35.915001,36.570000,34.644974,533012000
2017-06-26,36.792500,37.070000,35.570000,36.005001,34.109711,508240800
2017-07-03,36.220001,36.325001,35.602501,36.044998,34.147602,316711600
2017-07-10,36.027500,37.332500,35.842499,37.259998,35.298653,444353600
2017-07-17,37.205002,37.935001,37.142502,37.567501,35.589966,424326400
2017-07-24,37.645000,38.497501,36.825001,37.375000,35.407600,423272400
2017-07-31,37.474998,39.937500,37.032501,39.097500,37.039429,691234000
2017-08-07,39.264999,40.457500,38.657501,39.369999,37.297585,605076400
2017-08-14,39.830002,40.627499,39.180000,39.375000,37.448807,538514000
2017-08-21,39.375000,40.185001,38.777500,39.965000,38.009933,450684800
2017-08-28,40.035000,41.235001,39.982498,41.012501,39.006195,504514800
2017-09-04,40.937500,41.062500,39.632500,39.657501,37.717491,406640800
2017-09-11,40.125000,40.990002,39.477501,39.970001,38.014690,884310000
2017-09-18,40.027500,40.125000,37.639999,37.972500,36.114914,744754000
2017-09-25,37.497501,38.680000,37.290001,38.529999,36.645142,619427200
2017-10-02,38.564999,38.872501,38.115002,38.825001,36.925705,375137200
2017-10-09,38.952499,39.500000,38.775002,39.247501,37.327549,325219200
2017-10-16,39.474998,40.217499,38.755001,39.062500,37.151596,504205200
2017-10-23,39.222500,40.900002,38.817501,40.762501,38.768429,489613200
2017-10-30,40.972500,43.564999,40.930000,43.125000,41.015358,860709600
2017-11-06,43.092499,44.060001,42.930000,43.667500,41.531311,553701600
2017-11-13,43.375000,43.625000,42.095001,42.537498,40.602024,465838800
2017-11-20,42.572498,43.875000,42.389999,43.742500,41.752205,324037200
2017-11-27,43.762501,43.770000,41.790001,42.762501,40.816795,680394000
2017-12-04,43.119999,43.154999,41.615002,42.342499,40.415905,549924400
2017-12-11,42.299999,43.542500,42.197498,43.492500,41.513584,556588800
2017-12-18,43.720001,44.299999,43.312500,43.752499,41.761749,470529600
2017-12-25,42.700001,42.962502,42.305000,42.307499,40.382496,388655200
2018-01-01,42.540001,43.842499,42.314999,43.750000,41.759361,404673600
2018-01-08,43.587502,44.340000,43.250000,44.272499,42.258091,440790000
2018-01-15,44.474998,45.025002,43.767502,44.615002,42.585007,510284800
2018-01-22,44.325001,44.860001,42.514999,42.877499,40.926556,766299200
2018-01-29,42.540001,42.540001,40.025002,40.125000,38.299297,1051968400
2018-02-05,39.775002,40.970001,37.560001,39.102501,37.323330,1270616000
2018-02-12,39.625000,43.705002,39.377499,43.107498,41.313858,901347600
2018-02-19,43.012501,43.912498,42.752499,43.875000,42.049423,544825600
2018-02-26,44.087502,45.154999,43.112499,44.052502,42.219536,808513600
2018-03-05,43.802502,45.000000,43.567501,44.994999,43.122810,559410800
2018-03-12,45.072498,45.875000,44.404999,44.505001,42.653206,621670000
2018-03-19,44.330002,44.367500,41.235001,41.235001,39.519264,690682800
2018-03-26,42.017502,43.787498,41.297501,41.945000,40.199734,634123200
2018-04-02,41.660000,43.557499,41.117500,42.095001,40.343491,657635200
2018-04-09,42.470001,43.959999,42.462502,43.682499,41.864929,511486000
2018-04-16,43.757500,44.735001,41.357498,41.430000,39.706150,676952800
2018-04-23,41.707500,41.730000,40.157501,40.580002,38.891525,648833600
2018-04-30,40.532501,46.062500,40.459999,45.957500,44.045269,1011222800
2018-05-07,46.294998,47.592499,45.917500,47.147499,45.185757,593067600
2018-05-14,47.252499,47.382500,46.275002,46.577499,44.811604,396995200
2018-05-21,47.000000,47.412498,46.439999,47.145000,45.357594,377579600
2018-05-28,46.900002,47.564999,46.535000,47.560001,45.756855,368519600
2018-06-04,47.910000,48.549999,47.442501,47.924999,46.108013,467079200
2018-06-11,47.837502,48.220001,47.064999,47.209999,45.420128,560749200
2018-06-18,46.970001,47.305000,45.862499,46.230000,44.477280,502417600
2018-06-25,45.849998,46.820000,45.182499,46.277500,44.522980,486482000
2018-07-02,45.955002,47.107498,45.855000,46.992500,45.210869,263102000
2018-07-09,47.375000,47.959999,46.902500,47.832500,46.019020,340328800
2018-07-16,47.880001,48.162498,47.299999,47.860001,46.045486,351736000
2018-07-23,47.669998,48.990002,47.389999,47.744999,45.934849,377988800
2018-07-30,47.974998,52.185001,47.267502,51.997501,50.026119,896758400
2018-08-06,52.000000,52.445000,51.130001,51.882500,49.915478,486568400
2018-08-13,52.327499,54.487499,51.924999,54.395000,52.516258,557495600
2018-08-20,54.525002,54.794998,53.459999,54.040001,52.173523,451300800
2018-08-27,54.287498,57.217499,54.082500,56.907501,54.941982,650762400
2018-09-03,57.102501,57.417500,55.177502,55.325001,53.414143,530531600
2018-09-10,55.237499,57.087502,54.117500,55.959999,54.027203,792999600
2018-09-17,55.537498,55.737499,53.825001,54.415001,52.535576,874984400
2018-09-24,54.205002,56.610001,54.157501,56.435001,54.485802,517372400
2018-10-01,56.987499,58.367500,55.145000,56.072498,54.135815,570665200
2018-10-08,55.552502,56.817501,53.080002,55.527500,53.609650,768031200
2018-10-15,55.290001,55.747501,53.250000,54.827499,52.933823,594081600
2018-10-22,54.947498,56.057499,53.167500,54.075001,52.207310,742398400
2018-10-29,54.797501,55.590000,51.357498,51.869999,50.078476,1082425200
2018-11-05,51.075001,52.529999,49.542500,51.117500,49.351952,764797600
2018-11-12,49.750000,49.962502,46.482498,48.382500,46.874409,968906000
2018-11-19,47.500000,47.674999,43.025002,43.072498,41.729916,657994800
2018-11-26,43.560001,45.700001,42.564999,44.645000,43.253407,854999600
2018-12-03,46.115002,46.235001,42.075001,42.122501,40.809536,670107200
2018-12-10,41.250000,43.142502,40.832500,41.369999,40.080482,870150800
2018-12-17,41.362499,42.087502,37.407501,37.682499,36.507931,1150777200
2018-12-24,37.037498,39.630001,36.647499,39.057499,37.840069,764640800
2018-12-31,39.632500,39.840000,35.500000,37.064999,35.909672,887850000
2019-01-07,37.174999,38.632500,36.474998,38.072498,36.885773,814824400
2019-01-14,37.712502,39.470001,37.305000,39.205002,37.982967,621168000
2019-01-21,39.102501,39.532501,37.924999,39.439999,38.210648,450006400
2019-01-28,38.947498,42.250000,38.415001,41.630001,40.332386,809187200
2019-02-04,41.852501,43.892502,41.820000,42.602501,41.274574,605593600
2019-02-11,42.762501,43.119999,42.312500,42.605000,41.454025,448918400
2019-02-18,42.427502,43.330002,42.372501,43.242500,42.074299,325000400
2019-02-25,43.540001,43.967499,43.182499,43.742500,42.560799,483522400
2019-03-04,43.922501,44.437500,42.375000,43.227501,42.059708,467119200
2019-03-11,43.872501,46.832500,43.837502,46.529999,45.272987,632534000
2019-03-18,46.450001,49.422501,46.182499,47.762501,46.472191,729373200
2019-03-25,47.877499,48.220001,46.145000,47.487499,46.204620,671354400
2019-04-01,47.910000,49.275002,47.095001,49.250000,47.919506,446161600
2019-04-08,49.105000,50.712502,49.052502,49.717499,48.374382,528026800
2019-04-15,49.645000,51.037498,49.502499,50.965000,49.588181,385342400
2019-04-22,50.707500,52.119999,50.529999,51.075001,49.695210,389981600
2019-04-29,51.099998,53.827499,49.777500,52.937500,51.507393,745822400
2019-05-06,51.072498,52.209999,48.192501,49.294998,47.963291,694654400
2019-05-13,46.927502,48.117500,45.712502,47.250000,46.150585,745662000
2019-05-20,45.880001,47.000000,44.452499,44.742500,43.701427,627880400
2019-05-27,44.730000,45.147499,43.747501,43.767502,42.749115,418765600
2019-06-03,43.900002,47.980000,42.567501,47.537498,46.431393,617392800
2019-06-10,47.952499,49.197498,47.575001,48.185001,47.063824,447372400
2019-06-17,48.224998,50.212502,48.042500,49.695000,48.538689,526635600
2019-06-24,49.634998,50.392502,48.822498,49.480000,48.328697,469474000
2019-07-01,50.792500,51.270000,50.162498,51.057499,49.869484,291262800
2019-07-08,50.202499,51.097500,49.602501,50.825001,49.642403,406402800
2019-07-15,51.022499,51.625000,50.590000,50.647499,49.469028,349566400
2019-07-22,50.912498,52.432499,50.902500,51.935001,50.726570,348612800
2019-07-29,52.115002,55.342499,50.407501,51.005001,49.818211,879082000
2019-08-05,49.497501,50.882500,48.145000,50.247501,49.078339,692845600
2019-08-12,49.904999,53.035000,49.787498,51.625000,50.615368,644382400
2019-08-19,52.654999,53.610001,50.250000,50.660000,49.669239,567620000
2019-08-26,51.465000,52.612499,50.830002,52.185001,51.164417,439958400
2019-09-02,51.607498,53.605000,51.055000,53.314999,52.272316,329948400
2019-09-09,53.709999,56.605000,52.767502,54.687500,53.617973,701467600
2019-09-16,54.432499,55.939999,54.367500,54.432499,53.367958,569162000
2019-09-23,54.737499,55.622501,54.285000,54.705002,53.635132,465780800
2019-09-30,55.224998,57.055000,53.782501,56.752499,55.642590,634486800
2019-10-07,56.567501,59.410000,56.082500,59.052502,57.897610,588705600
2019-10-14,58.724998,59.532501,58.299999,59.102501,57.946632,422709600
2019-10-21,59.380001,61.682499,59.330002,61.645000,60.439407,388122000
2019-10-28,61.855000,63.982498,59.314999,63.955002,62.704231,654221600
2019-11-04,64.332497,65.110001,63.842499,65.035004,63.763107,423960800
2019-11-11,64.574997,66.445000,64.570000,66.440002,65.336212,461333600
2019-11-18,66.449997,67.000000,65.099998,65.445000,64.357727,455825200
2019-11-25,65.677498,67.000000,65.625000,66.812500,65.702515,301081200
2019-12-02,66.817497,67.750000,64.072502,67.677498,66.553131,456599200
2019-12-09,67.500000,68.824997,66.227501,68.787498,67.644707,568117600
2019-12-16,69.250000,70.662498,69.245003,69.860001,68.699387,732720000
2019-12-23,70.132500,73.492500,70.092499,72.449997,71.246353,386438000
2019-12-30,72.364998,75.150002,71.305000,74.357498,73.122154,526723200
2020-01-06,73.447502,78.167503,73.187500,77.582497,76.293579,670091600
2020-01-13,77.910004,79.684998,77.387497,79.682503,78.358696,652055600
2020-01-20,79.297501,80.832497,78.912498,79.577499,78.255440,463685200
2020-01-27,77.514999,81.962502,76.220001,77.377502,76.091995,866734800
2020-02-03,76.074997,81.305000,75.555000,80.007500,78.678299,652538400
2020-02-10,78.544998,81.805000,78.462502,81.237503,80.077461,492263600
2020-02-17,78.839996,81.162498,77.625000,78.262497,77.144943,476635200
2020-02-24,74.315002,76.044998,64.092499,68.339996,67.364128,1398414000
2020-03-02,70.570000,76.000000,69.430000,72.257500,71.225685,1293800800
2020-03-09,65.937500,71.610001,62.000000,69.492500,68.500175,1616839600
2020-03-16,60.487499,64.769997,57.000000,57.310001,56.491634,1620263600
2020-03-23,57.020000,64.669998,53.152500,61.935001,61.050594,1384190000
2020-03-30,62.685001,65.622498,59.224998,60.352501,59.490692,837010800
2020-04-06,62.724998,67.925003,62.345001,66.997498,66.040802,735719200
2020-04-13,67.077499,72.062500,66.457497,70.699997,69.690422,829547200
2020-04-20,69.487503,70.752502,66.357498,70.742500,69.732323,679387200
2020-04-27,70.449997,74.750000,69.550003,72.267502,71.235542,609591400
2020-05-04,72.292503,77.587502,71.580002,77.532501,76.425369,168229000
2020-05-11,77.025002,79.922501,75.052498,76.927498,76.656792,724607100
2020-05-18,78.292503,80.222504,77.580002,79.722504,79.441963,533098800
2020-05-25,80.875000,81.059998,78.272499,79.485001,79.205299,525626000
2020-06-01,79.437500,82.937500,79.302498,82.875000,82.583374,497736000
2020-06-08,82.562500,88.692497,81.830002,84.699997,84.401947,811826800
2020-06-15,83.312500,89.139999,83.144997,87.430000,87.122337,779940400
2020-06-22,87.834999,93.095001,87.787498,88.407501,88.096405,883003200
2020-06-29,88.312500,92.617500,87.820000,91.027496,90.707176,495648000
2020-07-06,92.500000,96.317497,92.467499,95.919998,95.582466,564072000
2020-07-13,97.264999,99.955002,93.877502,96.327499,95.988533,718600800
2020-07-20,96.417503,99.250000,89.144997,92.614998,92.289093,665408800
2020-07-27,93.709999,106.415001,93.247498,106.260002,105.886086,847635600
2020-08-03,108.199997,114.412498,107.892502,111.112503,110.721504,1003689200
2020-08-10,112.599998,116.042503,109.107498,114.907501,114.709602,941898000
2020-08-17,116.062500,124.867500,113.962502,124.370003,124.155800,835695200
2020-08-24,128.697495,128.785004,123.052498,124.807503,124.592552,1063638000
2020-08-31,127.580002,137.979996,110.889999,120.959999,120.751671,1168498600
2020-09-07,113.949997,120.500000,110.000000,112.000000,111.807106,771441800
2020-09-14,114.720001,118.830002,106.089996,106.839996,106.655991,944587000
2020-09-21,104.540001,112.860001,103.099998,112.279999,112.086624,847212600
2020-09-28,115.010002,117.720001,112.220001,113.019997,112.825348,640562200
2020-10-05,113.910004,117.000000,112.250000,116.970001,116.768547,548575100
2020-10-12,120.059998,125.389999,118.150002,119.019997,118.815010,881572600
2020-10-19,119.959999,120.419998,114.279999,115.040001,114.841873,519569600
2020-10-26,114.010002,117.279999,107.720001,108.860001,108.672516,684467100
2020-11-02,109.110001,119.620003,107.320000,118.690002,118.485588,609571800
2020-11-09,120.500000,121.989998,114.129997,115.970001,115.970001,292171300
